46.54,6.3971E-01
59.54,6.4441E-01
63.3,6.4328E-01
88.03,6.4573E-01
122.06,6.3833E-01
136.47,6.3034E-01
338.32,2.8110E-01
351.93,2.9850E-01
391.7,2.6249E-01
477.6,2.1890E-01
583.19,9.0331E-02
604.72,7.3768E-02
661.66,1.5455E-01
795.86,5.4710E-02
834.85,1.2554E-01
1025.07,1.0703E-01
1115.54,9.8222E-02
1460.82,7.7070E-02
