46.54,6.7894E-01
59.54,6.5459E-01
63.3,7.5076E-01
88.03,6.5837E-01
122.06,6.3933E-01
136.47,6.1997E-01
279.2,2.9975E-01
338.32,2.4044E-01
351.93,2.3768E-01
391.7,1.9971E-01
477.6,1.7190E-01
583.19,7.4164E-02
604.72,6.1348E-02
661.66,1.1246E-01
795.86,4.5196E-02
834.85,8.9034E-02
1115.54,6.6861E-02
1460.82,5.2463E-02
