46.54,6.2628E-01
59.54,6.4317E-01
63.3,7.2213E-01
88.03,6.4510E-01
122.06,6.1202E-01
136.47,6.1436E-01
279.2,2.7487E-01
338.32,2.0573E-01
351.93,2.1740E-01
391.7,2.0311E-01
477.6,1.4389E-01
583.19,7.3740E-02
604.72,6.0750E-02
661.66,1.0367E-01
795.86,4.2963E-02
834.85,8.0402E-02
1115.54,6.0087E-02
1460.82,4.6229E-02
